text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @jamilahmed_16: Big #Halloween Offer - Save Up to 97% Now!

https://t.co/wQdO9HADrc

#Halloween19 #Discounts #node #nodejs #javascript #…",FALSE,0,NA,2019-10-30T12:44:04Z,FALSE,NA,1189523360608378883,NA,"<a href=""https://www.linkedin.com/in/j%C3%A9r%C3%A9my-orsinet-791a4a68/"" rel=""nofollow"">Jeremy972</a>",Jeremy972i,9,TRUE,FALSE,NA,NA
"RT @ANA_travel_info: 🎃明日はハロウィン🎃
夜空を見上げたらこんな世界が広がっている・・・かも🎶

Happy Halloween✨

#Halloween https://t.co/Wj3d45XOSX",FALSE,0,NA,2019-10-30T12:44:04Z,FALSE,NA,1189523360486551553,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xeybtj,193,TRUE,FALSE,NA,NA
"RT @iwasakikoji0326: 後輩のハロウィーンが本格的すぎて、もう尊敬の眼差しで見てしまう⛄️✨

#Halloween https://t.co/9NczI0VCyJ",FALSE,0,NA,2019-10-30T12:44:03Z,FALSE,NA,1189523359899377664,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MBC_kagoshima,3,TRUE,FALSE,NA,NA
Tomorrow is #Halloween,FALSE,0,NA,2019-10-30T12:44:03Z,FALSE,NA,1189523357621981184,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cyberbrain_co,0,FALSE,FALSE,NA,NA
"RT @D0B_2O65: #halloween ヘ
                      ( ヘ          
　　           く

＼🎃へ   へ🎃ヘ  く🎃/     
ヘ / 　　     ( ヘ 　     ( ヘ          
　　&gt;…",FALSE,0,NA,2019-10-30T12:44:03Z,FALSE,NA,1189523357563158529,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YooHa_1205,2717,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523355788922880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liyazzi_1324,6334,TRUE,FALSE,NA,NA
RT @nutritionbymia: Happy Halloween week 🎃👻🕸 Sharing my fall tablescape &amp; healthier Halloween essentials on https://t.co/Dqrwz6h8j4 includi…,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523355763924992,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OpiciWines,1,TRUE,FALSE,NA,NA
"RT @VAV_official: [VLIVE] Getting Ready for Halloween Party🎃

📢 https://t.co/m1Mzkt3oJq

#VAV #브이에이브이 #Halloween #할로윈
#Cookie #쿠키 #Hallowee…",FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523354992201729,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sunglassbebe,126,TRUE,FALSE,NA,NA
RT @HdAnchiano: Todavía no ha sido #Halloween y ya he visto el mejor disfraz de pareja. https://t.co/Ni4hnx8F42,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523353964556289,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",auroreyesn,275,TRUE,FALSE,NA,NA
RT @sicsuper: La celebración de #Halloween se constituye en un reto para los padres de familia ante la alta exposición de los niños a produ…,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523353754886145,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PedroSn43604083,6,TRUE,FALSE,NA,NA
RT @HIPHOPconexao: @ciara e seu marido Russ fantasiados de Beyoncé e Jay Z para o #Halloween #Halloween19 https://t.co/RunFL4bjXd,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523353679224833,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",touroemlua,3,TRUE,FALSE,NA,NA
RT @Kiov791: #cute #chibi #Halloween #happyhalloween #super_clap #sj_time_slip #sj_super_clap #신서유기 #NewJourneytotheWest #Donghae #Eunhyuk…,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523353498877954,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",micaneb,64,TRUE,FALSE,NA,NA
RT @HdAnchiano: Todavía no ha sido #Halloween y ya he visto el mejor disfraz de pareja. https://t.co/Ni4hnx8F42,FALSE,0,NA,2019-10-30T12:44:02Z,FALSE,NA,1189523352228110336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mgm77_,275,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:44:01Z,FALSE,NA,1189523350239924224,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Dakryon,8872,TRUE,FALSE,NA,NA
"RT @holiday_moons: It's National Candy Corn Day - one day before Halloween! Some people love this candy, and some hate it. We enjoy it when…",FALSE,0,NA,2019-10-30T12:44:00Z,FALSE,NA,1189523345424945152,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lynn84B,103,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:44:00Z,FALSE,NA,1189523344158146560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10_410_,6334,TRUE,FALSE,NA,NA
"RT @pavelphoom: Who's gonna be daddy's little monster? 👹 I NEED MY HARLEY QUINN!
Make up by @teelek_pro_cut and @film_nareulada
PHOTOGRAPHE…",FALSE,0,NA,2019-10-30T12:44:00Z,FALSE,NA,1189523344124571649,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luis_kilik,257,TRUE,FALSE,NA,NA
"RT @JMDChamartin: En #Chamartín lo tenemos todo preparado para la fiesta de #Halloween  
Música, disfraces y dulces para que los más pequeñ…",FALSE,0,NA,2019-10-30T12:43:59Z,FALSE,NA,1189523339934666752,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",garay_elisabeth,4,TRUE,FALSE,NA,NA
"RT @itsukiyu: お菓子あげる！

#Halloween
#ハッピーハロウィン https://t.co/Di5zb6qQ9e",FALSE,0,NA,2019-10-30T12:43:59Z,FALSE,NA,1189523339515006976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jellymoonfish_,129,TRUE,FALSE,NA,NA
"RT @pppunmile: AU :  Arabian Night
ตีม #Halloween  ของ #ดอกไม้ของพีท 

พีทเป็นองค์รัชทายาทส่วนฮานะเป็นทาสจากต่างเมืองที่ถูกจับตัวมาเป็นนาย…",FALSE,0,NA,2019-10-30T12:43:58Z,FALSE,NA,1189523337971552256,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Decem_my,268,TRUE,FALSE,NA,NA
"RT @HeatherHunny63: #Halloween

According to Celtic mythology, it's good luck to leave a bowl of milk on the porch for Sith Cat. https://t.…",FALSE,0,NA,2019-10-30T12:43:58Z,FALSE,NA,1189523337686540288,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",johnyopp,5,TRUE,FALSE,NA,NA
"RT @World_Klass: 🎃 WK Behind Photo 🎃

@ INTRODUCING WK #HALLOWEEN

""#WORLDKLASS""
for a Debut Group #TOO

✔FRIDAY 23:00(KST)
@ Mnet &amp; VLIVE…",FALSE,0,NA,2019-10-30T12:43:58Z,FALSE,NA,1189523336897933312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elfturbo,75,TRUE,FALSE,NA,NA
"Keep your trick-or-treaters safe tomorrow night.
#halloween #yqg #safety https://t.co/U58BCqbc2x",FALSE,0,NA,2019-10-30T12:43:57Z,FALSE,NA,1189523334922493954,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RockHarbourYQG,1,FALSE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:57Z,FALSE,NA,1189523333861138432,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akunrandomm,8872,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:56Z,FALSE,NA,1189523330585579521,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",andreiasbcosta,8872,TRUE,FALSE,NA,NA
RT @739ra: ハッピーハロウィン🎃 #Halloween19 #Halloween https://t.co/AMBmn4jDaG,FALSE,0,NA,2019-10-30T12:43:56Z,FALSE,NA,1189523330283364352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Run_If_Y0u_Can,9,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:56Z,FALSE,NA,1189523328396136448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",quelquez,8872,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:56Z,FALSE,NA,1189523327066361857,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nnogyao,1416,TRUE,FALSE,NA,NA
"RT @Dystopia992: Just-in!! 
#Halloween in #OceanPark is confirmed CANCELLED tomorrow (31 Oct). Is it pressure from #China’s political censo…",FALSE,0,NA,2019-10-30T12:43:56Z,FALSE,NA,1189523327049580545,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hakgangwanan,12,TRUE,FALSE,NA,NA
"Happy birthday to @KachiKirby! 🎂
Also a happy #Halloween to all!

#sdgundam #SDガンダム #SDX https://t.co/9HtIjYC0mN",FALSE,2,NA,2019-10-30T12:43:55Z,FALSE,NA,1189523326462390273,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BlandLife,1,FALSE,FALSE,NA,NA
"RT @neririh: 🎃🕸𝔱𝔯𝔦𝔠𝔨 𝔬𝔯 𝔱𝔯𝔢𝔞𝔱🦇👻
#Halloween https://t.co/CyWB3OfJZV",FALSE,0,NA,2019-10-30T12:43:55Z,FALSE,NA,1189523324256182272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",romanyce,163,TRUE,FALSE,NA,NA
"#BxportLezo
Gurekin jolastu nahi duzu? Mozorro harrigarrienak sarituko dira.
🗓️Urriak 30-31 de octubre.
[CAS] ¿quie… https://t.co/HwLlA1yG04",FALSE,0,NA,2019-10-30T12:43:55Z,TRUE,NA,1189523322779901952,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LezoBPX,0,FALSE,FALSE,NA,NA
"I’m a late convert to trick or treating, but have come to love the cheerful, multi-generational, kid-centred goodwi… https://t.co/1x1p9gURfO",FALSE,0,NA,2019-10-30T12:43:54Z,TRUE,NA,1189523322201169921,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",a_bindoff,0,FALSE,FALSE,NA,NA
"RT @chari_BJD: 🐢퇴마신부 폴씨와 뱀파이어 르노🐥
#Halloween https://t.co/x52kO1tuvP",FALSE,0,NA,2019-10-30T12:43:54Z,FALSE,NA,1189523321664110594,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SFly_215290,11,TRUE,FALSE,NA,NA
"RT @Hanyo_ovo_: #Halloween 

마음눌러도 호박이 뜨지않아 슬픈분만 알티할수잇습니다.,",FALSE,0,NA,2019-10-30T12:43:54Z,FALSE,NA,1189523320275783680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wheenteul,30676,TRUE,FALSE,NA,NA
RT @4EverSugus: #FelizMiercoles Sonrían!!!! Ya tienen disfraz???? #BuenMiercoles #WednesdayWisdom #WednesdayMotivation #DiaDeMuertos #hallo…,FALSE,0,NA,2019-10-30T12:43:54Z,FALSE,NA,1189523319663542272,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Valente4rojas,33,TRUE,FALSE,NA,NA
RT @GatosQls: Ideas #feministas para este #Halloween. Otra excelente idea es disfrazarse de aldeano/a del sXVIII e ir con una antorcha en l…,FALSE,0,NA,2019-10-30T12:43:54Z,FALSE,NA,1189523318958891009,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tachuris,8,TRUE,FALSE,NA,NA
"RT @O_ha08: #Halloween 

펌킨 옵젝 좋아해주셔서 감사합니다....이건 안올리려고 했던것..ㅠㅠㅋㅋㅋㅋ https://t.co/AAmfxdaTeq",FALSE,0,NA,2019-10-30T12:43:53Z,FALSE,NA,1189523315049713665,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maro1114_s2,51,TRUE,FALSE,NA,NA
"RT @Kim13787175: จินยองน่ารักมากเลยยยยอ่าา  ถามจริงน่ากลัวตรงไหนเนี้ยยยย  เห็นแบบนี้วิ่งเข้าไปให้แทงเลยนะ แทงได้เลยยยยินดี 😄😄🎃🎃🎃🍑🍑
#jinyoun…",FALSE,0,NA,2019-10-30T12:43:53Z,FALSE,NA,1189523314777059333,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",milkmilk_PJ,3,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:43:53Z,FALSE,NA,1189523314244341760,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ruina_,6334,TRUE,FALSE,NA,NA
RT @Beachpause: https://t.co/2EfcfQN8n9 31% off sitewide #zazzle #zazzlemade code SCARYGOODWIN until 10/31/2019 11:59:59 PM PDT #halloween…,FALSE,0,NA,2019-10-30T12:43:52Z,FALSE,NA,1189523313720209417,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",david_disckind,3,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:52Z,FALSE,NA,1189523313208352768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fvfhhh,8872,TRUE,FALSE,NA,NA
"RT @voicestars_PR: ✨#Disney #声の王子様 ✨
 最新作キャスト陣から
 🎃#Halloween スペシャルカードが到着🎃

#高野洸 さんがもし
#ディズニー キャラクターに仮装するなら…!?🎶

🍬👑声の王子様👑CD発売中🍬
　https://t.…",FALSE,0,NA,2019-10-30T12:43:52Z,FALSE,NA,1189523312218529792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rr8XT16IJF1UMiu,726,TRUE,FALSE,NA,NA
"RT @JOOIN_tr: #할로윈 #Halloween🎃 #한유진 

💀🎃𝐇𝐀𝐋𝐋𝐎𝐖𝐄𝐄𝐍🎃💀 https://t.co/lP3esKK5gc",FALSE,0,NA,2019-10-30T12:43:52Z,FALSE,NA,1189523312168169472,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gwanglyeol_msg,4,TRUE,FALSE,NA,NA
"RT @Dystopia992: Just-in!! 
#Halloween in #OceanPark is confirmed CANCELLED tomorrow (31 Oct). Is it pressure from #China’s political censo…",FALSE,0,NA,2019-10-30T12:43:51Z,FALSE,NA,1189523308502540288,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wdamidoinhere,12,TRUE,FALSE,NA,NA
"RT @EastEnglandAmb: Remember if you’re faced with a fright at night and you need to call #999, having your lights on can help #TeamEEAST fi…",FALSE,0,NA,2019-10-30T12:43:51Z,FALSE,NA,1189523307818864640,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",eloiseeeexx,3,TRUE,FALSE,NA,NA
"RT @kunchevsky: Ghostly Cat 👻
⠀
Happy #Halloween2019 to everyone! Don't be scared, this cute cat doesn't bite! 😽

I've made this animation…",FALSE,0,NA,2019-10-30T12:43:51Z,FALSE,NA,1189523306895966208,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JNekii,3785,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:50Z,FALSE,NA,1189523304060612610,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",creamm38,1416,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523301002989569,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matoom2art,1416,TRUE,FALSE,NA,NA
#Pumpkins  #Halloween  #JackOLanterns  Pumpkins  https://t.co/LULEU0Nud3,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523300776644609,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Guilloryfamily5,0,FALSE,FALSE,NA,NA
"RT @MorganLocksmit1: If your #door #lock is old &amp; looks like something out of a #halloween movie, we can give you a new secure #lock with n…",FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523299845529600,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MorganLocksmit1,1,TRUE,FALSE,NA,NA
RT @ojnab_: น่าร้ากกกก #Halloween https://t.co/NoQ047BG5c,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523299769802759,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",snhpsanook23,1578,TRUE,FALSE,NA,NA
"RT @246R_Bloomin: 今週はハロウィンかぼちゃ（ジャックオーランタン）をサブスタンスデザイナーを使って作りました🎃

一塊で見ると立派なモンスター感があって面白いです🎃🎃🎃
Trick or Treat!

#SubstanceDesigner 
#サブスタンスマ…",FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523299421827072,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",argain7,50,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523299287687168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pantpan,8872,TRUE,FALSE,NA,NA
"#Halloween #WickedWednesday 
First the 'spookhetti' then the creepy crawley feely bag! Well done to the member of t… https://t.co/rUGAI6sGHD",FALSE,2,NA,2019-10-30T12:43:49Z,TRUE,NA,1189523299258290176,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AgeUKBirmingham,0,FALSE,FALSE,NA,NA
"RT @tokyotakuan_17: 早めのハロウィンシャオユウです。

＃鉄拳　＃TEKKEN　＃シャオユウ　#Halloween https://t.co/kEVT5UK9AK",FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523299094556672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",marllboro0313,22,TRUE,FALSE,NA,NA
"RT @tigersaisaimui: ハロウィンの日について、香港政府は新聞記事を出しました。
人の集めは禁止され、店を早めに閉まれって忠告された。
香港人はハロウィンを楽しむ資格も無くなった。
#ハロウィン #香港デモ #Halloween https://t.co/0Bt…",FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523298759008257,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AkihitoLoL,111,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523298696060935,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ppatchyyy,1416,TRUE,FALSE,NA,NA
RT @originalsfacto: #LITTLEMONSTERS #Disponible dès ce jeudi :D (on vous rassure : plus simple de le regarder que d'apprendre à manier le f…,FALSE,0,NA,2019-10-30T12:43:49Z,FALSE,NA,1189523298603982849,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",evan_herve,5,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:48Z,FALSE,NA,1189523296611553280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BOATBOOO,1416,TRUE,FALSE,NA,NA
"RT @neririh: 🎃🕸𝔱𝔯𝔦𝔠𝔨 𝔬𝔯 𝔱𝔯𝔢𝔞𝔱🦇👻
#Halloween https://t.co/CyWB3OfJZV",FALSE,0,NA,2019-10-30T12:43:48Z,FALSE,NA,1189523296175345667,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gcftkv,163,TRUE,FALSE,NA,NA
"RT @noelleneko: Finished YCH for @coltron20 :) Hope you like it!
#halloween #halloween2019 #YCH #furryart #furryfandom #furry #artwork #wit…",FALSE,0,NA,2019-10-30T12:43:48Z,FALSE,NA,1189523295068139520,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Markus_The_Wolf,4,TRUE,FALSE,NA,NA
#Halloween,FALSE,1,NA,2019-10-30T12:43:48Z,FALSE,NA,1189523293197324289,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_papagaru_,0,FALSE,FALSE,NA,NA
RT @OddSizeBedsUK: Trick or treating tomorrow night? As it's Halloween we have a little treat for you - £20 off any order.  Check our site…,FALSE,0,NA,2019-10-30T12:43:47Z,FALSE,NA,1189523292002107393,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nwbeds,2,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T12:43:47Z,FALSE,NA,1189523291498668033,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Boontharika13,1416,TRUE,FALSE,NA,NA
🦇💀 #clashroyale #clashofclans #Artwork #halloween #cintiq #Drawing #LineArt #Larry #Bat #Doodle https://t.co/wdTt6Zlroq,FALSE,2,NA,2019-10-30T12:43:47Z,FALSE,NA,1189523290659926018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AdamClowery,0,FALSE,FALSE,NA,NA
"RT @Yukiriiiin__K: .
Happy Halloween♥️🎃
.
#halloween #ハロウィン https://t.co/TcPoRkCHpc",FALSE,0,NA,2019-10-30T12:43:46Z,FALSE,NA,1189523286318694400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yuibis_i_tomo,374,TRUE,FALSE,NA,NA
"RT @holiday_moons: It's National Candy Corn Day - one day before Halloween! Some people love this candy, and some hate it. We enjoy it when…",FALSE,0,NA,2019-10-30T12:43:45Z,FALSE,NA,1189523281935773697,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rhinopowers666,103,TRUE,FALSE,NA,NA
RT @yuna_pang: #ハロウィン2019 #Halloween https://t.co/XGgj2Dwx8h,FALSE,0,NA,2019-10-30T12:43:45Z,FALSE,NA,1189523281063247873,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Meron_P,320,TRUE,FALSE,NA,NA
"RT @1woo17: ""Fear"" Wonwoo Halloween ver.

#seventeen 
#Halloween 
@pledis_17 https://t.co/orh5ROCZJ2",FALSE,0,NA,2019-10-30T12:43:44Z,FALSE,NA,1189523278190104581,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",s_coupsdetat,656,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T12:43:43Z,FALSE,NA,1189523275329589256,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SMSegubs,8873,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:43:43Z,FALSE,NA,1189523273844813826,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HiddleEhehe,6334,TRUE,FALSE,NA,NA
"RT @yuuna_3C: かぼちゃになった : 持田優奈

#lineblog #青春高校3年C組 #ハロウィン #Halloween https://t.co/D2yIt9XTG3",FALSE,0,NA,2019-10-30T12:43:43Z,FALSE,NA,1189523273593212929,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gwGEQZjvr1dXk9t,7,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:43:43Z,FALSE,NA,1189523272485879808,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cloudcandy123,6334,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T12:43:42Z,FALSE,NA,1189523271210819584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",heart_ey2,6334,TRUE,FALSE,NA,NA
@mysteryrooms 5 #Halloween,FALSE,0,mysteryrooms,2019-10-30T12:43:42Z,FALSE,1189422341329080321,1189523271017881600,2671038770,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PossibleBuddy,0,FALSE,FALSE,NA,NA
"RT @VAV_official: [VLIVE] Getting Ready for Halloween Party🎃

📢 https://t.co/m1Mzkt3oJq

#VAV #브이에이브이 #Halloween #할로윈
#Cookie #쿠키 #Hallowee…",FALSE,0,NA,2019-10-30T12:43:42Z,FALSE,NA,1189523270170755073,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VAV_Italia,126,TRUE,FALSE,NA,NA
